ZIPCODE,NAME,total_pop,pct_white,pct_black,pct_native,pct_asian,pct_pacific_islander,pct_hispanic,pct_nonhispanic_white,hh_total,hh_less_than_10k,hh_10k_to_15k,hh_15k_to_25k,hh_25k_to_35k,hh_35k_to_50k,hh_50k_to_75k,hh_75k_to_100k,hh_100k_to_150k,hh_150k_to_200k,hh_200k_or_more,hh_median_income,hh_mean_income,pct_poc,zhvi,max_pfas,mean_pfas,total_detections,num_contaminants
07416,ZCTA5 07416,5851,89.5,3.7,6.3,0.1,0.0,18.2,72.7,2591,2.2,1.7,6.9,6.6,10.0,10.5,20.3,19.0,15.3,7.6,93983,104359,10.5,376410.1359869333,0.0,0.0,0.0,20.0
07417,ZCTA5 07417,11112,79.6,7.0,0.1,15.2,0.0,7.9,71.2,3809,1.2,0.1,1.6,1.3,7.9,4.6,3.7,12.8,8.1,58.7,236023,307689,20.400000000000006,1392217.2186941823,0.023,0.0013490740740740742,110.0,20.0
07418,ZCTA5 07418,2559,96.2,0.4,0.3,0.4,0.0,9.3,87.9,904,0.0,3.4,2.3,1.1,1.2,9.5,11.5,16.5,13.1,41.4,156439,159870,3.799999999999997,439152.6950962005,,,,
07419,ZCTA5 07419,9693,87.3,5.4,1.8,3.2,0.0,20.1,71.3,4265,2.6,2.3,5.3,3.9,10.9,11.2,13.2,23.1,12.9,14.7,100713,127715,12.700000000000003,375357.089429442,0.0109,0.000775,14.0,20.0
07420,ZCTA5 07420,5316,75.7,10.7,0.6,8.2,0.0,19.2,56.8,1866,1.7,2.7,5.1,3.8,8.3,11.6,12.8,22.7,18.5,12.8,109278,113898,24.299999999999997,467985.885541858,,,,
07421,ZCTA5 07421,6977,94.4,2.0,2.4,2.9,0.0,11.9,81.6,2780,0.5,0.0,2.9,1.6,3.9,11.2,18.5,15.9,10.9,34.6,129800,176114,5.599999999999994,465886.6200296486,,,,
07422,ZCTA5 07422,5280,95.3,0.8,0.5,2.0,0.0,7.7,86.9,2268,1.4,1.9,0.8,1.7,6.2,15.2,15.6,19.9,14.6,22.8,108722,148448,4.700000000000003,390513.1652709514,,,,
07423,ZCTA5 07423,4270,84.8,1.0,0.3,17.0,0.0,6.0,74.2,1368,0.0,0.0,0.7,0.6,3.0,5.0,4.7,12.1,8.9,65.0,"250,000+",441123,15.200000000000003,1171923.69301248,0.0304,0.00409375,68.0,20.0
07424,ZCTA5 07424,28085,77.6,5.2,0.8,9.3,0.1,24.8,60.7,10913,2.0,1.8,3.6,3.4,7.5,13.2,14.5,24.4,11.2,18.3,105050,131335,22.400000000000006,605107.6300266897,0.0119,0.0008590000000000001,57.0,20.0
07430,ZCTA5 07430,25491,82.7,2.8,0.8,15.2,0.2,7.6,73.8,10031,2.3,1.5,3.9,3.3,7.2,10.7,11.1,16.6,14.2,29.1,131327,177239,17.299999999999997,671620.8418929505,0.0136,0.0009456,80.0,20.0
07432,ZCTA5 07432,7019,94.3,1.7,0.6,3.2,0.0,11.1,82.9,2917,1.9,0.8,2.1,4.2,5.0,14.1,10.9,12.9,14.9,33.3,146841,175375,5.700000000000003,699099.7482671454,0.0314,0.002871842105263158,249.0,20.0
07435,ZCTA5 07435,2703,95.4,0.9,0.0,4.3,0.0,2.3,91.3,1181,0.0,0.0,3.5,3.1,2.8,7.6,8.6,30.7,19.2,24.5,145342,173762,4.599999999999994,592423.9136233157,,,,
07436,ZCTA5 07436,12740,90.3,3.2,1.1,5.7,0.1,11.5,77.7,4480,2.3,1.0,2.3,2.6,4.4,10.1,7.5,15.2,17.7,36.9,161971,189242,9.700000000000003,705952.1719363633,0.023,0.002043571428571429,34.0,20.0
07438,ZCTA5 07438,11160,92.1,7.2,1.8,2.6,0.0,11.0,78.4,4391,5.7,3.1,4.3,3.6,7.7,8.4,8.9,18.5,15.3,24.5,123271,147613,7.900000000000006,504361.670718607,0.0167,0.0012825,23.0,20.0
07439,ZCTA5 07439,2160,86.2,1.3,2.3,1.7,0.0,17.2,76.5,859,4.7,1.6,2.7,3.4,8.8,14.0,9.5,22.4,14.7,18.3,105551,126444,13.799999999999997,414396.07352018263,,,,
07440,ZCTA5 07440,4670,96.5,1.1,0.0,6.2,0.0,14.4,79.4,1577,2.2,1.3,1.5,5.0,6.7,6.2,7.2,20.2,15.7,34.1,147188,186997,3.5,641562.2714148482,0.0053,8e-05,4.0,20.0
07442,ZCTA5 07442,11047,90.3,2.8,1.4,6.2,0.0,17.0,73.0,4248,2.1,1.5,4.2,3.3,2.3,7.3,13.1,25.0,24.2,17.0,124454,141346,9.700000000000003,524461.310007034,0.023,0.0012092307692307693,38.0,20.0
07444,ZCTA5 07444,10971,95.0,3.0,0.7,1.9,0.5,6.9,87.1,4691,4.3,2.0,7.5,5.8,3.9,9.4,9.3,21.7,6.8,29.4,117959,156983,5.0,671451.442136522,0.0,0.0,0.0,20.0
07446,ZCTA5 07446,14805,84.1,4.0,2.8,10.4,0.0,13.8,69.2,5455,3.2,1.0,3.7,3.0,4.8,6.1,9.4,17.2,11.5,40.1,160996,217947,15.900000000000006,801055.0725051014,0.0136,0.0009246428571428572,41.0,20.0
07450,ZCTA5 07450,26308,79.1,4.3,0.9,18.5,0.1,10.8,64.8,8903,3.0,1.6,1.1,1.8,3.6,4.5,4.5,14.0,14.4,51.4,208211,273185,20.900000000000006,1111882.8081352434,0.0314,0.002871842105263158,249.0,20.0
07452,ZCTA5 07452,12154,81.8,1.4,0.6,16.7,0.2,6.4,75.1,3629,0.9,0.3,1.4,3.4,1.8,4.4,5.3,17.3,11.1,54.3,215096,276636,18.200000000000003,972465.4299934668,0.0314,0.002871842105263158,249.0,20.0
07456,ZCTA5 07456,11657,92.9,3.1,2.4,3.8,0.6,10.4,81.1,4186,0.0,2.5,2.0,1.5,6.1,5.7,10.3,21.1,16.3,34.4,152414,177393,7.099999999999994,564667.2435101533,0.0123,0.0013,41.0,20.0
07457,ZCTA5 07457,4112,94.1,0.9,1.1,5.1,0.0,10.4,81.1,1873,4.9,4.3,1.8,5.9,4.3,10.3,16.4,22.6,8.2,21.3,102950,126986,5.900000000000006,462975.2650158188,0.0,0.0,0.0,20.0
07458,ZCTA5 07458,11828,82.2,2.4,0.9,15.7,0.1,5.9,74.1,4048,2.7,1.4,0.8,1.2,2.1,6.7,4.8,12.1,9.5,58.7,244022,365769,17.799999999999997,1470514.717410643,0.0304,0.0017454411764705883,157.0,20.0
07460,ZCTA5 07460,3181,90.4,2.3,2.4,1.2,0.0,10.6,83.6,1245,1.8,1.5,5.1,3.1,3.1,5.9,19.4,15.9,25.9,18.1,145081,137133,9.599999999999994,423956.9624506564,,,,
07461,ZCTA5 07461,18731,92.7,4.0,2.7,1.7,0.0,10.3,81.7,7179,2.2,1.7,4.0,5.0,5.0,13.2,15.7,24.7,13.7,14.7,106981,125524,7.299999999999997,434214.7668910904,0.0,0.0,0.0,20.0
07462,ZCTA5 07462,7195,95.6,2.1,1.8,1.5,0.0,12.8,81.7,3265,2.0,1.9,7.3,3.5,4.4,15.8,17.6,21.4,13.1,12.9,95945,122921,4.400000000000006,296356.84426744544,0.0109,0.00053125,6.0,20.0
07463,ZCTA5 07463,10164,90.6,2.1,1.1,7.8,0.0,16.5,74.7,3433,0.8,0.5,1.9,1.8,4.3,7.3,11.0,14.9,15.3,42.2,177962,191487,9.400000000000006,685612.8809820228,0.0243,0.003317,34.0,20.0
07465,ZCTA5 07465,5921,91.4,1.8,0.0,5.6,0.0,11.0,80.8,2566,2.7,1.0,1.2,3.7,4.0,14.7,11.5,31.4,14.1,15.5,115159,132645,8.599999999999994,514425.3272719357,0.0148,0.0010115,29.0,20.0
07470,ZCTA5 07470,54112,83.7,3.5,0.4,10.7,0.0,13.5,71.4,18341,2.2,1.6,1.9,4.6,4.9,7.3,8.2,18.5,16.1,34.8,153056,186886,16.299999999999997,693614.648150728,0.023,0.0008292105263157895,40.0,20.0
07480,ZCTA5 07480,14966,89.7,4.5,0.6,2.0,0.5,14.2,77.5,5706,1.5,1.1,3.0,6.5,4.8,9.7,12.8,21.9,14.5,24.2,132676,145983,10.299999999999997,472788.1392638001,0.009,0.00044124999999999996,5.0,20.0
07481,ZCTA5 07481,17050,92.1,1.5,0.5,7.4,0.0,7.3,83.6,5865,2.4,1.6,1.4,1.2,4.4,5.1,5.6,12.7,14.2,51.4,203988,280642,7.900000000000006,1034360.5500284666,0.0314,0.002871842105263158,249.0,20.0
07501,ZCTA5 07501,35481,15.8,26.4,2.1,1.9,0.2,71.1,5.4,12253,10.7,11.1,10.4,8.9,12.2,13.0,12.6,11.4,5.6,4.0,44300,65414,84.2,463686.9356121314,0.0119,0.00197875,23.0,20.0
07502,ZCTA5 07502,17158,44.0,16.2,0.4,21.7,0.0,51.0,9.9,4698,5.1,4.7,8.5,6.4,11.0,13.2,12.0,20.8,9.7,8.7,76790,91368,56.0,515142.7724562222,0.0119,0.00197875,23.0,20.0
07503,ZCTA5 07503,19170,46.9,11.0,1.8,0.2,0.0,58.2,31.8,6066,5.6,8.5,7.7,5.4,12.5,19.5,14.4,13.0,7.0,6.4,60443,85762,53.1,499339.3472474255,0.0119,0.00197875,23.0,20.0
07504,ZCTA5 07504,13123,32.4,44.1,0.0,0.4,0.0,58.9,1.1,3695,9.7,1.8,8.0,4.1,11.9,13.5,12.3,19.7,7.3,11.7,76659,101885,67.6,534829.4946736585,0.0119,0.00197875,23.0,20.0
07505,ZCTA5 07505,4691,73.5,21.5,0.4,2.3,0.0,68.4,8.9,1649,18.0,14.8,8.4,4.7,15.9,23.2,5.6,3.9,3.8,1.7,36326,48168,26.5,,0.0119,0.00197875,23.0,20.0
07506,ZCTA5 07506,19628,87.2,3.5,1.0,2.7,0.0,26.1,65.4,7607,2.6,1.6,1.3,3.7,7.9,15.4,13.1,20.3,12.7,21.4,110237,134109,12.799999999999997,590536.3014878494,0.0093,0.00030812499999999997,7.0,20.0
07508,ZCTA5 07508,23762,66.1,17.5,1.8,8.3,0.0,43.1,36.7,8295,5.5,1.1,7.1,3.7,8.3,14.9,13.3,18.8,8.5,18.9,95806,127351,33.900000000000006,589785.9494738438,0.0119,0.0015362499999999999,37.0,20.0
07512,ZCTA5 07512,10959,79.0,7.4,0.1,9.2,0.0,25.7,56.9,3916,3.0,0.3,3.9,5.0,6.2,17.1,9.4,17.4,16.7,20.9,113563,131788,21.0,619800.8076610961,0.0119,0.001175,29.0,20.0
07513,ZCTA5 07513,11576,22.0,22.4,0.8,0.1,0.3,77.0,2.6,3401,3.0,4.8,6.8,6.6,11.3,22.9,16.3,18.2,3.9,6.2,68630,80075,78.0,538544.4286695808,0.0119,0.00197875,23.0,20.0
07514,ZCTA5 07514,20647,17.2,31.6,0.6,1.7,0.4,64.0,4.3,6476,7.1,3.6,6.0,11.8,11.4,14.4,14.9,15.7,8.2,6.8,70205,84386,82.8,505996.23274724296,0.0119,0.00197875,23.0,20.0
07522,ZCTA5 07522,23040,41.8,31.2,2.0,9.8,0.1,58.3,3.9,7158,8.6,6.0,10.4,12.3,15.1,16.3,12.5,9.6,5.8,3.5,48058,67064,58.2,462116.74893536296,0.0119,0.00197875,23.0,20.0
07524,ZCTA5 07524,13808,51.2,23.9,0.4,0.1,0.0,78.2,0.8,4428,7.8,5.1,14.8,6.9,17.5,17.7,13.4,9.3,4.6,2.9,49103,63852,48.8,502752.3101660643,0.0119,0.00197875,23.0,20.0
07601,ZCTA5 07601,46057,45.6,23.2,1.3,15.4,0.2,37.2,26.0,20214,4.8,3.6,6.4,5.7,8.5,15.8,13.4,18.5,10.5,12.9,84277,109232,54.4,452061.7244284066,,,,
07603,ZCTA5 07603,9360,55.7,13.4,2.3,10.5,0.0,49.0,30.7,3402,1.3,1.6,3.2,2.1,7.1,18.1,15.4,20.8,11.3,19.0,103299,139616,44.3,577279.2150228971,0.014,0.0011375,48.0,20.0
07604,ZCTA5 07604,12115,75.7,3.8,1.1,12.1,0.3,21.4,61.5,4474,1.1,0.9,4.5,6.5,8.3,8.4,13.6,19.1,13.9,23.6,123734,139967,24.299999999999997,675376.726775082,0.014,0.0011375,48.0,20.0
07605,ZCTA5 07605,9379,50.4,10.3,0.3,39.0,0.3,25.6,30.2,3365,3.2,0.9,1.7,7.2,3.6,14.4,9.1,16.3,12.2,31.3,129219,179643,49.6,789351.4015495571,0.014,0.0011375,48.0,20.0
07606,ZCTA5 07606,2770,72.8,6.7,0.0,5.2,0.9,55.5,36.1,926,8.2,1.8,3.9,5.2,12.3,13.7,11.7,14.8,12.0,16.4,84527,130967,27.200000000000003,674894.9049520002,0.014,0.0011375,48.0,20.0
07607,ZCTA5 07607,10093,66.6,7.1,0.3,18.9,0.0,27.3,48.4,3889,1.8,2.8,3.8,5.0,6.4,10.7,11.9,21.6,11.6,24.4,117912,141477,33.400000000000006,643664.7441143609,0.014,0.0011375,48.0,20.0
07608,ZCTA5 07608,136,61.0,2.9,0.0,25.7,0.0,55.1,25.7,39,2.6,7.7,41.0,5.1,17.9,5.1,0.0,5.1,15.4,0.0,24904,54815,39.0,,0.014,0.0011375,48.0,20.0
07620,ZCTA5 07620,1588,67.4,4.0,0.4,31.1,0.0,4.4,59.5,522,2.3,0.0,3.4,0.6,2.3,5.6,5.7,11.5,14.9,53.6,246944,421868,32.599999999999994,2722178.4023930854,0.014,0.0011375,48.0,20.0
07621,ZCTA5 07621,28450,52.5,11.6,1.2,26.7,0.4,33.0,32.7,9322,2.5,2.9,3.9,3.7,6.4,9.7,12.0,19.9,16.7,22.3,130045,148713,47.5,608022.6952897154,0.014,0.0011375,48.0,20.0
07624,ZCTA5 07624,8606,57.1,5.4,5.4,34.0,0.0,11.1,48.8,2654,2.6,1.6,1.4,3.5,2.6,9.9,8.3,13.8,8.6,47.7,190469,258840,42.9,1071892.1091307902,0.014,0.0011375,48.0,20.0
07626,ZCTA5 07626,9174,66.6,3.6,0.1,30.4,0.0,11.5,56.4,3102,2.0,1.4,0.8,2.3,10.1,7.8,5.6,11.5,19.0,39.4,170376,205807,33.400000000000006,966849.7282995408,0.014,0.0011375,48.0,20.0
07627,ZCTA5 07627,4911,73.3,5.2,0.0,20.5,0.0,6.0,68.4,1672,0.0,0.4,1.3,0.8,7.6,3.6,9.2,12.0,12.4,52.8,208036,335334,26.700000000000003,1280694.027857892,0.014,0.0011375,48.0,20.0
07628,ZCTA5 07628,18279,67.3,6.6,0.8,20.5,0.0,27.0,48.3,6534,3.9,1.9,3.6,4.3,5.7,10.6,11.6,24.2,10.5,23.7,126071,141544,32.7,616619.2564240805,0.014,0.0011375,48.0,20.0
07630,ZCTA5 07630,7305,78.2,3.6,0.2,17.1,0.0,10.7,69.6,2636,4.7,0.0,0.0,1.9,4.4,13.5,9.5,13.4,20.5,32.1,155536,183232,21.799999999999997,735190.7545091277,0.014,0.0011375,48.0,20.0
07631,ZCTA5 07631,29638,47.3,22.0,0.8,15.5,0.1,33.5,26.1,11274,2.9,3.7,3.5,7.9,6.1,13.8,10.9,16.7,13.0,21.4,102571,154323,52.7,607750.7002525659,0.014,0.0011375,48.0,20.0
07632,ZCTA5 07632,5362,50.1,1.7,0.0,50.3,0.0,5.4,42.2,2010,2.4,1.0,1.2,4.6,4.6,8.5,4.8,8.6,7.4,57.0,230611,285938,49.9,1598941.2224899158,0.014,0.0011375,48.0,20.0
07640,ZCTA5 07640,4954,76.2,0.0,1.3,24.1,0.0,6.7,68.5,1768,2.2,0.0,10.5,2.8,1.4,7.1,8.1,7.4,17.6,42.9,180500,235211,23.799999999999997,911088.4938706356,0.014,0.0011375,48.0,20.0
07641,ZCTA5 07641,3363,80.0,2.9,0.1,23.7,0.1,10.3,62.1,1058,0.5,1.7,1.8,2.1,1.1,4.6,4.3,10.4,13.7,59.8,236765,274315,20.0,1063769.4366780396,0.014,0.0011375,48.0,20.0
07642,ZCTA5 07642,10144,89.8,1.7,0.4,9.8,0.0,9.8,78.9,3478,2.4,0.5,1.4,1.9,2.2,8.1,5.9,18.7,13.7,45.3,186688,205617,10.200000000000003,772146.3234295299,0.014,0.0011375,48.0,20.0
07643,ZCTA5 07643,10996,60.2,4.3,1.8,21.4,0.0,37.6,37.2,4527,4.2,1.1,5.0,4.9,10.8,19.3,12.1,14.6,11.5,16.5,85750,113251,39.8,561849.4003739684,0.014,0.0011375,48.0,20.0
07644,ZCTA5 07644,26082,66.5,13.4,2.6,7.9,0.2,39.0,42.7,9687,4.6,3.8,6.6,5.3,7.2,16.5,11.0,16.4,12.6,16.0,89305,125514,33.5,582219.029041381,0.014,0.001086875,61.0,20.0
07645,ZCTA5 07645,8901,79.0,5.9,0.2,14.9,0.2,8.9,69.4,3126,3.7,0.5,0.0,5.6,3.3,10.1,5.3,12.9,14.7,44.0,178269,200176,21.0,870799.8112121738,0.014,0.0011375,48.0,20.0
07646,ZCTA5 07646,16995,63.3,7.6,2.2,23.0,0.0,20.5,48.9,6216,1.5,1.5,3.9,4.5,5.9,13.6,13.9,20.7,11.1,23.4,114889,139731,36.7,677376.6041591074,0.014,0.0011375,48.0,20.0
07647,ZCTA5 07647,5288,60.9,1.1,1.0,34.6,0.5,12.8,50.5,1795,1.1,3.0,5.0,1.9,6.6,16.0,9.6,15.6,8.5,32.5,128542,179975,39.1,722244.610429726,0.014,0.0011375,48.0,20.0
07648,ZCTA5 07648,5724,65.0,2.9,0.0,33.7,0.0,10.5,55.9,1966,2.9,1.9,3.8,6.3,1.7,9.5,3.1,12.6,17.7,40.6,178311,194787,35.0,848055.2955950769,0.014,0.0011375,48.0,20.0
07649,ZCTA5 07649,8235,83.7,2.5,0.4,14.5,0.0,6.6,74.9,2669,3.0,0.3,0.8,0.3,3.6,7.2,7.2,13.0,9.8,54.9,221322,235809,16.299999999999997,913541.9899886596,0.014,0.0011375,48.0,20.0
07650,ZCTA5 07650,20290,30.1,4.6,0.2,55.2,0.1,22.3,19.2,7472,4.7,1.4,7.5,2.7,7.4,17.1,12.8,17.7,14.3,14.3,94743,126777,69.9,868396.7687630482,0.014,0.0011375,48.0,20.0
07652,ZCTA5 07652,26568,64.5,5.9,0.7,27.0,0.0,13.0,54.1,8464,1.6,1.0,3.6,4.6,5.3,9.7,9.1,16.4,16.9,31.7,144349,178719,35.5,969359.4971426488,0.014,0.0011375,48.0,20.0
07656,ZCTA5 07656,9406,88.1,2.9,0.2,4.2,0.0,15.8,77.9,3276,0.8,0.8,2.0,0.7,7.1,10.5,7.8,11.0,16.3,43.1,171029,202384,11.900000000000006,802595.0992856454,0.0172,0.0006188461538461539,51.0,20.0
07657,ZCTA5 07657,11498,58.9,5.1,3.1,24.2,0.0,37.8,32.5,4036,1.6,2.2,1.9,1.4,9.4,12.2,13.4,19.7,15.0,23.2,118059,143965,41.1,720560.1636302272,0.014,0.0011375,48.0,20.0
07660,ZCTA5 07660,13235,67.9,14.1,2.6,7.6,0.0,50.0,32.1,5108,6.5,2.0,4.6,5.1,8.3,11.7,11.3,24.5,9.1,16.9,100718,115451,32.099999999999994,583887.2525736646,0.014,0.0011375,48.0,20.0
07661,ZCTA5 07661,12091,63.6,6.1,0.8,32.9,0.0,11.4,50.3,4503,2.0,2.3,3.4,2.9,4.1,9.2,7.6,16.7,11.6,40.3,159028,205747,36.4,760852.3822583697,0.014,0.0011375,48.0,20.0
07662,ZCTA5 07662,5869,71.5,4.9,0.5,12.9,0.2,26.1,57.2,2367,3.5,6.1,4.2,7.6,8.6,5.4,7.4,19.1,15.7,22.3,110380,130532,28.5,607058.4802062117,0.014,0.0011375,48.0,20.0
07663,ZCTA5 07663,14419,81.6,7.1,0.6,11.3,0.0,24.2,60.0,5530,1.8,2.0,2.0,5.1,5.5,8.0,14.9,22.5,12.4,25.8,129073,143766,18.400000000000006,627258.3198527665,0.0107,0.001232258064516129,13.0,20.0
07666,ZCTA5 07666,41876,51.7,26.6,0.7,11.3,0.1,26.6,38.2,13716,2.8,2.0,3.9,1.8,4.7,7.6,10.3,19.2,15.3,32.4,144075,187487,48.3,660869.0614946694,0.014,0.0011375,48.0,20.0
07670,ZCTA5 07670,15319,60.3,4.6,0.5,38.6,0.0,8.4,50.6,5227,2.4,0.6,0.9,3.1,6.2,2.5,7.1,11.5,13.3,52.5,208200,306119,39.7,1200728.7328697674,0.014,0.0011375,48.0,20.0
07675,ZCTA5 07675,27349,74.6,4.8,1.1,19.7,0.0,14.9,60.1,9508,1.2,1.4,2.5,1.6,3.4,7.3,6.3,16.2,14.5,45.7,183154,221974,25.400000000000006,844678.8907093639,0.014,0.0011375,48.0,20.0
07676,ZCTA5 07676,9323,92.1,2.5,0.5,7.4,0.0,9.7,80.3,3321,0.8,0.3,1.0,2.1,4.4,10.8,3.3,17.7,17.6,42.1,180133,223316,7.900000000000006,779071.6719478751,,,,
07677,ZCTA5 07677,6152,81.9,1.5,0.4,11.0,0.4,8.0,72.6,2162,1.5,0.0,4.9,1.1,1.9,5.1,7.9,15.4,8.7,53.5,213981,234272,18.099999999999994,1148385.3201287943,0.0172,0.0006188461538461539,51.0,20.0
07701,ZCTA5 07701,24376,84.8,5.2,3.0,1.9,0.0,19.0,74.0,10708,1.8,3.9,3.8,4.0,7.9,13.0,11.7,16.2,10.9,26.8,112143,158788,15.200000000000003,650290.6920937357,0.0092,0.0003059782608695652,60.0,20.0
07702,ZCTA5 07702,4179,90.5,4.2,0.6,4.8,0.0,3.9,85.1,1512,1.5,0.0,3.8,5.8,6.3,10.4,8.3,10.4,9.3,44.2,178958,222037,9.5,921438.4904464243,0.0092,0.0002578947368421053,42.0,20.0
07703,ZCTA5 07703,0,,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
07704,ZCTA5 07704,6170,97.0,2.6,0.0,1.2,0.0,1.0,93.0,2046,1.8,0.0,0.0,0.0,4.6,2.3,5.7,17.3,9.5,58.8,"250,000+",346619,3.0,1429107.0717360687,0.0092,0.0003059782608695652,60.0,20.0
07711,ZCTA5 07711,1641,98.8,1.6,1.7,1.3,0.0,12.5,71.0,611,4.7,0.3,1.1,4.3,2.6,17.2,10.8,13.7,6.5,38.6,112404,239141,1.2000000000000028,2132993.862574348,0.0092,0.0002578947368421053,42.0,20.0
07712,ZCTA5 07712,40194,66.0,20.2,2.0,4.8,0.2,18.6,56.6,17754,5.8,3.5,5.9,5.2,9.4,10.0,11.8,16.5,10.7,21.1,96725,135802,34.0,709890.7333636532,0.0092,0.0002578947368421053,42.0,20.0
07716,ZCTA5 07716,8893,92.7,3.4,0.9,3.0,0.0,3.8,87.8,3934,1.3,3.6,3.6,4.8,4.5,12.0,8.4,24.0,12.6,25.2,126591,166348,7.299999999999997,779400.3777130047,0.0092,0.000245,42.0,20.0
07717,ZCTA5 07717,2030,99.1,0.0,0.1,0.8,0.0,2.1,95.4,928,3.7,0.5,0.5,2.3,10.5,12.9,4.4,26.8,10.9,27.5,122635,206770,0.9000000000000057,1664548.0168314166,0.0067,0.0003575,10.0,20.0
07718,ZCTA5 07718,6658,97.0,1.6,0.8,4.4,0.4,9.1,84.8,2465,0.4,0.0,0.4,3.9,8.4,10.3,10.0,24.3,11.8,30.5,131531,166262,3.0,583074.1964512863,0.0092,0.0002578947368421053,42.0,20.0
07719,ZCTA5 07719,22138,92.6,1.7,0.6,2.1,0.0,9.5,85.4,9411,2.4,1.0,3.7,3.4,7.4,13.0,11.3,16.4,13.2,28.3,119828,163350,7.400000000000006,784095.8619965218,0.0066,0.0003133333333333333,27.0,20.0
07720,ZCTA5 07720,4158,88.8,2.3,0.0,4.2,0.0,11.7,80.8,2233,4.0,1.5,3.5,7.6,7.7,14.6,11.5,16.3,18.1,15.2,97005,125896,11.200000000000003,1022793.5462545538,0.0092,0.0002578947368421053,42.0,20.0
07721,ZCTA5 07721,4277,48.1,22.2,1.3,19.3,0.0,17.8,37.2,1603,0.0,3.7,1.1,6.9,11.0,6.4,8.5,25.7,17.0,19.7,123060,134479,51.9,507596.26730598946,0.0083,0.00019541666666666666,10.0,20.0
07722,ZCTA5 07722,9990,95.3,0.7,0.6,4.5,0.0,6.8,84.9,3629,1.6,0.4,1.3,2.3,3.8,7.9,5.6,16.2,11.4,49.5,198994,300878,4.700000000000003,1236422.535651936,0.0092,0.0002578947368421053,42.0,20.0
07723,ZCTA5 07723,884,90.8,1.8,0.6,10.9,0.0,12.0,75.2,344,4.4,2.9,4.7,2.0,5.2,9.0,9.3,11.9,3.5,47.1,160000,264008,9.200000000000003,3775417.8429470607,0.0092,0.0002578947368421053,42.0,20.0
07724,ZCTA5 07724,24016,76.8,12.2,1.8,12.5,0.0,10.6,64.7,9853,3.2,2.1,3.1,8.6,6.7,12.8,12.3,19.3,9.7,22.2,102756,142501,23.200000000000003,646557.1013199171,0.0092,0.0002578947368421053,42.0,20.0
07726,ZCTA5 07726,44764,85.9,3.8,0.4,9.2,0.0,10.0,76.3,16559,3.4,1.5,4.0,4.2,4.8,7.6,7.4,17.3,13.1,36.6,149197,186059,14.099999999999994,762622.3725099446,0.0114,0.0002996875,35.0,20.0
07727,ZCTA5 07727,7787,86.4,9.2,0.3,5.5,0.0,9.1,76.9,3040,1.6,1.4,5.1,1.8,3.7,14.1,7.9,24.7,13.5,26.2,129931,156081,13.599999999999994,797596.8471179191,,,,
07728,ZCTA5 07728,55984,81.5,6.1,1.4,6.1,0.0,19.3,67.9,20519,3.1,2.7,3.4,5.1,8.7,10.7,10.9,15.1,14.5,25.9,114072,150727,18.5,621017.4297725408,0.0092,0.00025340000000000003,52.0,20.0
07730,ZCTA5 07730,17534,92.0,2.6,0.5,3.8,0.8,14.7,77.8,6660,2.5,1.7,4.8,5.5,4.7,9.6,9.1,20.9,20.7,20.5,125338,141057,8.0,587484.6852079664,0.0065,0.0003075,11.0,20.0
07731,ZCTA5 07731,40322,83.8,6.5,0.7,4.9,0.0,17.6,71.2,13657,4.5,1.8,2.4,2.6,6.6,8.2,9.0,20.8,19.2,24.9,134056,148525,16.200000000000003,635603.5661239439,0.01,0.0002527380952380952,45.0,20.0
07732,ZCTA5 07732,4527,89.3,10.8,1.7,0.8,0.1,7.8,80.4,2451,6.0,1.5,8.8,1.8,11.7,10.4,18.8,12.7,9.6,18.6,91875,127536,10.700000000000003,567169.3313838063,0.0092,0.0002578947368421053,42.0,20.0
07733,ZCTA5 07733,17166,80.6,1.7,1.7,18.4,0.0,5.2,72.6,6262,2.1,0.6,4.1,2.1,5.1,5.1,7.7,17.5,13.2,42.6,166849,249902,19.400000000000006,1025546.3367863538,0.0092,0.0002665217391304348,53.0,20.0
07734,ZCTA5 07734,12925,77.3,8.9,0.3,2.2,0.0,24.5,63.5,4973,4.4,1.6,3.6,7.3,9.6,14.4,16.8,22.8,10.5,8.8,82029,99688,22.700000000000003,400040.1989231313,0.0083,0.00036250000000000003,9.0,20.0
07735,ZCTA5 07735,19159,83.9,8.9,0.5,5.1,0.1,19.2,64.9,8191,3.6,2.6,4.3,2.5,6.3,16.4,15.7,22.1,12.4,14.3,97536,117258,16.099999999999994,482758.349917565,0.0119,0.0003326190476190476,27.0,20.0
07737,ZCTA5 07737,3945,93.6,3.2,0.7,3.4,0.0,11.1,80.9,1504,1.3,0.0,1.9,4.3,5.0,12.4,12.0,13.8,27.3,22.1,139318,159050,6.400000000000006,596715.6977294125,0.0092,0.0002578947368421053,42.0,20.0
07738,ZCTA5 07738,6939,91.0,2.4,0.0,7.4,0.0,8.2,80.1,2498,2.2,3.4,3.8,3.7,4.8,4.2,6.0,12.2,14.8,44.9,189000,220246,9.0,963041.1561433184,0.0092,0.0002578947368421053,42.0,20.0
07739,ZCTA5 07739,6105,99.5,0.0,0.0,0.8,0.0,2.1,96.1,2245,0.8,0.8,1.0,3.0,2.9,2.0,4.9,13.3,10.5,60.8,240853,296034,0.5,1030979.8392264108,0.0092,0.0002578947368421053,42.0,20.0
