ZIPCODE,max_pfas,mean_pfas,total_detections,num_contaminants,NAME,total_pop,pct_white,pct_black,pct_native,pct_asian,pct_pacific_islander,pct_hispanic,pct_nonhispanic_white,pct_minority
08205,0.0109,0.0004913333333333333,54,20,ZCTA5 08205,28877,74.0,10.0,1.3,12.3,0.1,12.3,63.0,37.0
08210,0.0,0.0,0,20,ZCTA5 08210,17143,87.2,10.3,1.0,1.9,0.2,7.4,80.2,19.799999999999997
08212,0.0,0.0,0,20,ZCTA5 08212,138,86.2,10.9,4.3,2.9,2.2,0.0,81.9,18.099999999999994
08215,0.0109,0.0004913333333333333,54,20,ZCTA5 08215,13545,77.0,20.5,1.6,2.0,0.0,15.0,64.3,35.7
08221,0.0109,0.0005264285714285715,54,20,ZCTA5 08221,6992,90.9,5.5,0.6,6.7,0.3,4.2,83.3,16.700000000000003
08223,0.0,0.0,0,20,ZCTA5 08223,4048,95.6,1.1,1.3,6.2,0.0,3.0,86.9,13.099999999999994
08225,0.0109,0.0005264285714285715,54,20,ZCTA5 08225,8456,86.0,3.7,0.5,10.4,0.0,9.5,76.3,23.700000000000003
08226,0.0,0.0,0,20,ZCTA5 08226,11261,87.4,3.8,0.2,0.5,0.3,9.1,84.4,15.599999999999994
08232,0.0109,0.0005264285714285715,54,20,ZCTA5 08232,19887,39.2,38.1,1.1,3.2,0.3,55.0,6.4,93.6
08240,0.0109,0.0005264285714285715,54,20,ZCTA5 08240,2648,70.1,18.4,1.2,13.9,0.0,11.2,55.6,44.4
08242,0.0,0.0,0,20,ZCTA5 08242,4141,75.0,14.8,3.5,1.3,1.2,21.0,63.1,36.9
08243,0.0,0.0,0,20,ZCTA5 08243,2000,99.9,1.3,1.2,0.3,0.0,1.8,96.5,3.5
08244,0.0109,0.0005264285714285715,54,20,ZCTA5 08244,10659,83.8,10.7,1.9,3.7,0.0,16.3,68.4,31.599999999999994
08247,0.0,0.0,0,20,ZCTA5 08247,965,98.5,0.1,0.2,1.6,0.0,0.7,95.9,4.099999999999994
08251,0.0,0.0,0,20,ZCTA5 08251,10503,96.2,2.5,0.1,0.1,0.3,7.8,89.1,10.900000000000006
08260,0.0,0.0,0,20,ZCTA5 08260,12959,87.8,6.8,2.2,0.9,0.0,12.0,80.4,19.599999999999994
08302,0.0,0.0,0,20,ZCTA5 08302,47279,54.7,26.3,5.7,2.2,0.3,41.0,29.5,70.5
08310,0.0,0.0,0,20,ZCTA5 08310,968,77.0,4.8,1.9,0.6,0.0,27.7,65.1,34.900000000000006
08312,0.0073,0.00028,5,20,ZCTA5 08312,8556,69.4,25.7,0.5,1.8,0.0,7.9,64.1,35.900000000000006
08326,0.0,0.0,0,20,ZCTA5 08326,1435,79.7,2.0,1.3,0.0,0.0,25.1,71.7,28.299999999999997
08327,0.0,0.0,0,20,ZCTA5 08327,3408,36.2,44.8,1.3,0.7,0.0,25.5,30.4,69.6
08330,0.0052,4.208333333333333e-05,2,20,ZCTA5 08330,29972,70.2,23.2,4.3,6.0,0.1,14.9,57.0,43.0
08332,0.0048,7.625e-05,3,20,ZCTA5 08332,35228,73.3,21.3,2.8,0.9,0.0,18.4,58.2,41.8
08341,0.0,0.0,0,20,ZCTA5 08341,2101,74.4,2.9,1.2,14.4,0.0,41.6,40.4,59.6
08360,0.0108,0.00035541125541125543,31,20,ZCTA5 08360,45038,58.7,17.6,3.6,1.7,0.1,51.0,29.6,70.4
08361,0.0108,0.0004298429319371728,31,20,ZCTA5 08361,18206,81.9,11.3,2.8,4.1,0.0,25.4,60.0,40.0
08401,0.0073,0.00028642857142857143,8,20,ZCTA5 08401,38925,30.2,33.8,3.2,17.0,0.0,31.7,17.5,82.5
08402,0.0,0.0,0,20,ZCTA5 08402,5234,95.7,1.4,0.2,1.7,0.0,4.3,92.3,7.700000000000003
08403,0.0048,2.619047619047619e-05,3,20,ZCTA5 08403,1046,97.0,0.0,0.0,7.0,0.0,5.4,87.6,12.400000000000006
08406,0.0,0.0,0,20,ZCTA5 08406,8972,83.9,5.3,1.9,8.2,0.0,14.7,72.7,27.299999999999997
08501,0.0116,0.0009109090909090909,31,20,ZCTA5 08501,6364,93.6,1.7,0.3,5.2,0.0,7.0,86.2,13.799999999999997
08502,0.0075,0.00025416666666666665,19,20,ZCTA5 08502,11849,44.3,4.6,0.0,51.4,0.2,4.0,38.2,61.8
08505,0.0,0.0,0,20,ZCTA5 08505,19142,78.9,14.2,0.9,8.0,0.3,12.2,66.5,33.5
08512,0.0075,0.00017596153846153846,19,20,ZCTA5 08512,12928,51.5,12.9,1.2,31.9,0.0,15.7,40.0,60.0
08514,0.0,0.0,0,20,ZCTA5 08514,4917,90.8,1.3,0.3,8.1,0.0,4.5,85.1,14.900000000000006
08515,0.0116,0.0011133333333333334,31,20,ZCTA5 08515,8373,60.1,7.4,0.0,33.7,0.0,4.9,53.9,46.1
08518,0.0132,0.001925,11,20,ZCTA5 08518,6508,69.4,17.8,0.8,16.6,0.0,11.3,53.0,47.0
08520,0.0116,0.0005273684210526315,31,20,ZCTA5 08520,29504,62.4,9.2,1.2,21.4,0.1,23.8,44.7,55.3
08527,0.0,0.0,0,20,ZCTA5 08527,58991,86.4,6.4,0.5,4.3,0.2,13.7,75.6,24.400000000000006
08528,0.0075,0.00025416666666666665,19,20,ZCTA5 08528,321,94.1,0.0,0.0,5.9,0.0,0.0,94.1,5.900000000000006
08530,0.0,0.0,0,20,ZCTA5 08530,8119,87.7,6.2,4.0,2.4,0.0,10.2,79.3,20.700000000000003
08534,0.0,0.0,0,20,ZCTA5 08534,13272,79.0,2.0,0.6,19.9,0.0,3.0,73.7,26.299999999999997
08536,0.0075,0.00025416666666666665,19,20,ZCTA5 08536,20817,31.1,8.8,0.6,61.4,0.2,4.6,26.1,73.9
08540,0.0081,0.00035681818181818183,32,20,ZCTA5 08540,50388,56.6,7.6,1.0,35.4,0.1,7.4,49.5,50.5
08542,0.0075,0.00025416666666666665,19,20,ZCTA5 08542,2533,65.6,15.9,5.8,14.3,0.9,15.3,53.8,46.2
08544,0.0075,0.00025416666666666665,19,20,ZCTA5 08544,4392,62.2,11.9,2.1,31.0,0.6,13.5,43.8,56.2
08550,0.0075,0.00017596153846153846,19,20,ZCTA5 08550,21067,41.2,3.3,0.5,58.8,0.0,4.8,33.2,66.8
08558,0.0075,0.00025416666666666665,19,20,ZCTA5 08558,7648,64.0,6.1,0.8,30.1,0.7,5.8,57.7,42.3
08560,0.0381,0.003465,12,20,ZCTA5 08560,3245,95.1,5.9,0.8,5.4,0.0,4.1,83.8,16.200000000000003
08608,0.0,0.0,0,20,ZCTA5 08608,1250,9.5,64.2,1.4,0.0,0.0,28.6,6.2,93.8
08609,0.0,0.0,0,20,ZCTA5 08609,15938,16.5,44.7,7.1,0.9,0.0,49.7,4.4,95.6
08610,0.0,0.0,0,20,ZCTA5 08610,33465,59.5,15.7,2.5,2.8,0.1,45.9,36.7,63.3
08611,0.0,0.0,0,20,ZCTA5 08611,31995,34.2,27.7,7.6,1.2,0.0,62.3,14.1,85.9
08618,0.0,0.0,0,20,ZCTA5 08618,35634,29.7,62.2,1.2,3.9,0.6,15.7,20.4,79.6
08619,0.0116,0.0007707692307692308,31,20,ZCTA5 08619,24089,78.4,12.9,1.1,7.3,0.0,14.5,65.1,34.900000000000006
08620,0.0,0.0,0,20,ZCTA5 08620,11621,85.6,11.2,0.2,1.7,0.0,12.1,74.1,25.900000000000006
08628,0.0,0.0,0,20,ZCTA5 08628,9831,70.4,24.1,0.5,7.9,0.0,7.8,60.0,40.0
08629,0.0,0.0,0,20,ZCTA5 08629,13013,27.1,30.2,7.3,1.4,0.0,59.3,10.4,89.6
08638,0.0,0.0,0,20,ZCTA5 08638,22816,37.9,48.9,3.3,3.4,0.0,20.5,29.4,70.6
08640,0.0,0.0,0,20,ZCTA5 08640,7984,65.1,32.2,0.9,3.5,0.2,28.5,38.9,61.1
08641,0.0,0.0,0,20,ZCTA5 08641,4400,78.3,18.0,1.8,4.0,1.7,21.3,55.2,44.8
08648,0.0081,0.0003019230769230769,32,20,ZCTA5 08648,31323,67.8,15.3,0.9,15.9,0.1,15.6,53.8,46.2
08690,0.0116,0.0007707692307692308,31,20,ZCTA5 08690,18841,85.7,4.8,2.1,6.9,0.3,9.1,78.2,21.799999999999997
